Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(2057820k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=4294967296 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2021-01-18T10:11:23.793-0800: 0.632: [GC (Allocation Failure) 2021-01-18T10:11:23.794-0800: 0.632: [DefNew: 1118528K->139776K(1258304K), 0.1366494 secs] 1118528K->241397K(4054528K), 0.1367640 secs] [Times: user=0.08 sys=0.06, real=0.14 secs] 
2021-01-18T10:11:27.730-0800: 4.569: [GC (Allocation Failure) 2021-01-18T10:11:27.730-0800: 4.569: [DefNew: 1258303K->139775K(1258304K), 0.1353587 secs] 3538096K->2584199K(4054528K), 0.1354394 secs] [Times: user=0.08 sys=0.05, real=0.13 secs] 
2021-01-18T10:11:27.988-0800: 4.826: [GC (Allocation Failure) 2021-01-18T10:11:27.988-0800: 4.826: [DefNew: 1258303K->139774K(1258304K), 0.1488712 secs] 3702727K->2757565K(4054528K), 0.1489511 secs] [Times: user=0.09 sys=0.06, real=0.15 secs] 
2021-01-18T10:11:28.262-0800: 5.100: [GC (Allocation Failure) 2021-01-18T10:11:28.262-0800: 5.100: [DefNew: 1258302K->1258302K(1258304K), 0.0000148 secs]2021-01-18T10:11:28.262-0800: 5.100: [Tenured: 2617790K->474498K(2796224K), 0.2941662 secs] 3876093K->474498K(4054528K), [Metaspace: 2589K->2589K(1056768K)], 0.2942739 secs] [Times: user=0.13 sys=0.14, real=0.29 secs] 
2021-01-18T10:11:28.704-0800: 5.542: [GC (Allocation Failure) 2021-01-18T10:11:28.704-0800: 5.542: [DefNew: 1118528K->139776K(1258304K), 0.0946582 secs] 1593026K->726993K(4054528K), 0.0947369 secs] [Times: user=0.06 sys=0.04, real=0.09 secs] 
2021-01-18T10:11:28.935-0800: 5.774: [GC (Allocation Failure) 2021-01-18T10:11:28.935-0800: 5.774: [DefNew: 1258304K->139775K(1258304K), 0.1173778 secs] 1845521K->883062K(4054528K), 0.1174563 secs] [Times: user=0.06 sys=0.05, real=0.12 secs] 
2021-01-18T10:11:29.179-0800: 6.018: [GC (Allocation Failure) 2021-01-18T10:11:29.179-0800: 6.018: [DefNew: 1258303K->139776K(1258304K), 0.0979714 secs] 2001590K->1036101K(4054528K), 0.0980723 secs] [Times: user=0.06 sys=0.04, real=0.10 secs] 
2021-01-18T10:11:29.404-0800: 6.242: [GC (Allocation Failure) 2021-01-18T10:11:29.404-0800: 6.242: [DefNew: 1258304K->139776K(1258304K), 0.0637793 secs] 2154629K->1177807K(4054528K), 0.0638804 secs] [Times: user=0.05 sys=0.01, real=0.06 secs] 
2021-01-18T10:11:29.595-0800: 6.433: [GC (Allocation Failure) 2021-01-18T10:11:29.595-0800: 6.433: [DefNew: 1258304K->139776K(1258304K), 0.0818304 secs] 2296335K->1342347K(4054528K), 0.0819097 secs] [Times: user=0.06 sys=0.03, real=0.08 secs] 
2021-01-18T10:11:29.798-0800: 6.636: [GC (Allocation Failure) 2021-01-18T10:11:29.798-0800: 6.636: [DefNew: 1258304K->139775K(1258304K), 0.1046582 secs] 2460875K->1491306K(4054528K), 0.1047366 secs] [Times: user=0.06 sys=0.04, real=0.11 secs] 
2021-01-18T10:11:30.026-0800: 6.865: [GC (Allocation Failure) 2021-01-18T10:11:30.026-0800: 6.865: [DefNew: 1258303K->139776K(1258304K), 0.1200505 secs] 2609834K->1655895K(4054528K), 0.1201296 secs] [Times: user=0.07 sys=0.06, real=0.12 secs] 
2021-01-18T10:11:30.266-0800: 7.104: [GC (Allocation Failure) 2021-01-18T10:11:30.266-0800: 7.104: [DefNew: 1258304K->139775K(1258304K), 0.1670743 secs] 2774423K->1809964K(4054528K), 0.1671545 secs] [Times: user=0.06 sys=0.06, real=0.17 secs] 
2021-01-18T10:11:30.558-0800: 7.397: [GC (Allocation Failure) 2021-01-18T10:11:30.558-0800: 7.397: [DefNew: 1258303K->139775K(1258304K), 0.1303465 secs] 2928492K->1969800K(4054528K), 0.1304248 secs] [Times: user=0.07 sys=0.05, real=0.13 secs] 
2021-01-18T10:11:30.810-0800: 7.649: [GC (Allocation Failure) 2021-01-18T10:11:30.810-0800: 7.649: [DefNew: 1258303K->139775K(1258304K), 0.1011853 secs] 3088328K->2119940K(4054528K), 0.1012977 secs] [Times: user=0.05 sys=0.03, real=0.10 secs] 
2021-01-18T10:11:31.056-0800: 7.895: [GC (Allocation Failure) 2021-01-18T10:11:31.056-0800: 7.895: [DefNew: 1258303K->139776K(1258304K), 0.0525933 secs] 3238468K->2266410K(4054528K), 0.0527017 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
2021-01-18T10:11:31.230-0800: 8.069: [GC (Allocation Failure) 2021-01-18T10:11:31.230-0800: 8.069: [DefNew: 1258304K->139776K(1258304K), 0.0462486 secs] 3384938K->2424118K(4054528K), 0.0463286 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-18T10:11:31.397-0800: 8.236: [GC (Allocation Failure) 2021-01-18T10:11:31.397-0800: 8.236: [DefNew: 1258304K->139775K(1258304K), 0.0451983 secs] 3542646K->2584306K(4054528K), 0.0452741 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
2021-01-18T10:11:31.563-0800: 8.402: [GC (Allocation Failure) 2021-01-18T10:11:31.563-0800: 8.402: [DefNew: 1258303K->139775K(1258304K), 0.0475869 secs] 3702834K->2733742K(4054528K), 0.0476931 secs] [Times: user=0.05 sys=0.00, real=0.05 secs] 
2021-01-18T10:11:31.733-0800: 8.571: [GC (Allocation Failure) 2021-01-18T10:11:31.733-0800: 8.571: [DefNew: 1258303K->139776K(1258304K), 0.0894216 secs] 3852270K->2887537K(4054528K), 0.0895146 secs] [Times: user=0.06 sys=0.02, real=0.09 secs] 
2021-01-18T10:11:31.940-0800: 8.778: [GC (Allocation Failure) 2021-01-18T10:11:31.940-0800: 8.778: [DefNew: 1258304K->1258304K(1258304K), 0.0000147 secs]2021-01-18T10:11:31.940-0800: 8.778: [Tenured: 2747761K->483164K(2796224K), 0.0595733 secs] 4006065K->483164K(4054528K), [Metaspace: 2589K->2589K(1056768K)], 0.0596903 secs] [Times: user=0.06 sys=0.00, real=0.05 secs] 
2021-01-18T10:11:32.131-0800: 8.970: [GC (Allocation Failure) 2021-01-18T10:11:32.131-0800: 8.970: [DefNew: 1118528K->139776K(1258304K), 0.0326307 secs] 1601692K->724635K(4054528K), 0.0327242 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2021-01-18T10:11:32.287-0800: 9.126: [GC (Allocation Failure) 2021-01-18T10:11:32.287-0800: 9.126: [DefNew: 1258304K->139776K(1258304K), 0.0382396 secs] 1843163K->870005K(4054528K), 0.0383344 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-18T10:11:32.449-0800: 9.288: [GC (Allocation Failure) 2021-01-18T10:11:32.449-0800: 9.288: [DefNew: 1258304K->139776K(1258304K), 0.0399005 secs] 1988533K->1030461K(4054528K), 0.0400092 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-18T10:11:32.615-0800: 9.454: [GC (Allocation Failure) 2021-01-18T10:11:32.615-0800: 9.454: [DefNew: 1258304K->139775K(1258304K), 0.0396601 secs] 2148989K->1189637K(4054528K), 0.0397452 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-18T10:11:32.778-0800: 9.617: [GC (Allocation Failure) 2021-01-18T10:11:32.778-0800: 9.617: [DefNew: 1258303K->139775K(1258304K), 0.0380266 secs] 2308165K->1331238K(4054528K), 0.0381210 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-18T10:11:32.941-0800: 9.779: [GC (Allocation Failure) 2021-01-18T10:11:32.941-0800: 9.779: [DefNew: 1258303K->139775K(1258304K), 0.0405384 secs] 2449766K->1491661K(4054528K), 0.0406760 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
2021-01-18T10:11:33.109-0800: 9.948: [GC (Allocation Failure) 2021-01-18T10:11:33.109-0800: 9.948: [DefNew: 1258303K->139776K(1258304K), 0.0383279 secs] 2610189K->1640159K(4054528K), 0.0384397 secs] [Times: user=0.04 sys=0.00, real=0.04 secs] 
Heap
 def new generation   total 1258304K, used 933415K [0x00000006c0000000, 0x0000000715550000, 0x0000000715550000)
  eden space 1118528K,  70% used [0x00000006c0000000, 0x00000006f0709c38, 0x0000000704450000)
  from space 139776K, 100% used [0x000000070ccd0000, 0x0000000715550000, 0x0000000715550000)
  to   space 139776K,   0% used [0x0000000704450000, 0x0000000704450000, 0x000000070ccd0000)
 tenured generation   total 2796224K, used 1500383K [0x0000000715550000, 0x00000007c0000000, 0x00000007c0000000)
   the space 2796224K,  53% used [0x0000000715550000, 0x0000000770e87f18, 0x0000000770e88000, 0x00000007c0000000)
 Metaspace       used 2595K, capacity 4490K, committed 4864K, reserved 1056768K
  class space    used 278K, capacity 386K, committed 512K, reserved 1048576K
